state,district,stage,type,date,schools
Pulau Pinang,Barat Daya,primary,Sekolah Rendah Kerajaan,2022-01-01,38
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2017-01-01,13
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2021-01-01,13
Pulau Pinang,Barat Daya,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Pulau Pinang,Barat Daya,tertiary,IPTA,2017-01-01,0
Pulau Pinang,Barat Daya,tertiary,IPTA,2018-01-01,0
Pulau Pinang,Barat Daya,tertiary,IPTA,2019-01-01,0
Pulau Pinang,Barat Daya,tertiary,IPTA,2020-01-01,0
Pulau Pinang,Barat Daya,tertiary,IPTA,2021-01-01,0
Pulau Pinang,Barat Daya,tertiary,IPTA,2022-01-01,0
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2017-01-01,39
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2018-01-01,39
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2019-01-01,39
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2020-01-01,39
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2021-01-01,39
Pulau Pinang,Seberang Perai Selatan,primary,Sekolah Rendah Kerajaan,2022-01-01,39
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2017-01-01,16
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2018-01-01,17
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2019-01-01,17
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2020-01-01,17
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2021-01-01,17
Pulau Pinang,Seberang Perai Selatan,secondary,Sekolah Menengah Kerajaan,2022-01-01,17
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2017-01-01,0
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2018-01-01,0
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2019-01-01,0
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2020-01-01,0
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2021-01-01,0
Pulau Pinang,Seberang Perai Selatan,tertiary,IPTA,2022-01-01,0
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2017-01-01,56
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2018-01-01,55
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2019-01-01,55
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2020-01-01,55
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2021-01-01,55
Pulau Pinang,Seberang Perai Tengah,primary,Sekolah Rendah Kerajaan,2022-01-01,55
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2017-01-01,31
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2018-01-01,31
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2019-01-01,31
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2020-01-01,31
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2021-01-01,31
Pulau Pinang,Seberang Perai Tengah,secondary,Sekolah Menengah Kerajaan,2022-01-01,31
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2017-01-01,0
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2018-01-01,0
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2019-01-01,0
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2020-01-01,0
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2021-01-01,0
Pulau Pinang,Seberang Perai Tengah,tertiary,IPTA,2022-01-01,0
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2017-01-01,63
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2018-01-01,64
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2019-01-01,64
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2020-01-01,65
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2021-01-01,65
Pulau Pinang,Seberang Perai Utara,primary,Sekolah Rendah Kerajaan,2022-01-01,65
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2017-01-01,30
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2018-01-01,30
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2019-01-01,30
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2020-01-01,30
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2021-01-01,31
Pulau Pinang,Seberang Perai Utara,secondary,Sekolah Menengah Kerajaan,2022-01-01,31
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2017-01-01,0
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2018-01-01,0
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2019-01-01,0
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2020-01-01,0
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2021-01-01,0
Pulau Pinang,Seberang Perai Utara,tertiary,IPTA,2022-01-01,0
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2017-01-01,74
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2018-01-01,74
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2019-01-01,74
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2020-01-01,73
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2021-01-01,73
Pulau Pinang,Timur Laut,primary,Sekolah Rendah Kerajaan,2022-01-01,73
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2017-01-01,37
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2018-01-01,37
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2019-01-01,37
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2020-01-01,37
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2021-01-01,37
Pulau Pinang,Timur Laut,secondary,Sekolah Menengah Kerajaan,2022-01-01,37
Pulau Pinang,Timur Laut,tertiary,IPTA,2017-01-01,1
Pulau Pinang,Timur Laut,tertiary,IPTA,2018-01-01,1
Pulau Pinang,Timur Laut,tertiary,IPTA,2019-01-01,1
Pulau Pinang,Timur Laut,tertiary,IPTA,2020-01-01,1
Pulau Pinang,Timur Laut,tertiary,IPTA,2021-01-01,1
Pulau Pinang,Timur Laut,tertiary,IPTA,2022-01-01,1
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2017-01-01,54
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2018-01-01,56
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2019-01-01,56
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2020-01-01,56
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2021-01-01,56
Sabah,Beaufort,primary,Sekolah Rendah Kerajaan,2022-01-01,56
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2017-01-01,12
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2018-01-01,12
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2019-01-01,12
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2020-01-01,12
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2021-01-01,12
Sabah,Beaufort,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Sabah,Beaufort,tertiary,IPTA,2017-01-01,0
Sabah,Beaufort,tertiary,IPTA,2018-01-01,0
Sabah,Beaufort,tertiary,IPTA,2019-01-01,0
Sabah,Beaufort,tertiary,IPTA,2020-01-01,0
Sabah,Beaufort,tertiary,IPTA,2021-01-01,0
Sabah,Beaufort,tertiary,IPTA,2022-01-01,0
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2017-01-01,46
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2018-01-01,47
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2019-01-01,47
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2020-01-01,47
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2021-01-01,47
Sabah,Beluran,primary,Sekolah Rendah Kerajaan,2022-01-01,47
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sabah,Beluran,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sabah,Beluran,tertiary,IPTA,2017-01-01,0
Sabah,Beluran,tertiary,IPTA,2018-01-01,0
Sabah,Beluran,tertiary,IPTA,2019-01-01,0
Sabah,Beluran,tertiary,IPTA,2020-01-01,0
Sabah,Beluran,tertiary,IPTA,2021-01-01,0
Sabah,Beluran,tertiary,IPTA,2022-01-01,0
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2017-01-01,72
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2018-01-01,70
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2019-01-01,70
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2020-01-01,70
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2021-01-01,70
Sabah,Keningau,primary,Sekolah Rendah Kerajaan,2022-01-01,70
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2017-01-01,12
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2018-01-01,13
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2019-01-01,13
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2020-01-01,13
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2021-01-01,12
Sabah,Keningau,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Sabah,Keningau,tertiary,IPTA,2017-01-01,0
Sabah,Keningau,tertiary,IPTA,2018-01-01,0
Sabah,Keningau,tertiary,IPTA,2019-01-01,0
Sabah,Keningau,tertiary,IPTA,2020-01-01,0
Sabah,Keningau,tertiary,IPTA,2021-01-01,0
Sabah,Keningau,tertiary,IPTA,2022-01-01,0
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2017-01-01,31
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2018-01-01,31
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2019-01-01,31
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2020-01-01,31
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2021-01-01,31
Sabah,Kinabatangan,primary,Sekolah Rendah Kerajaan,2022-01-01,31
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sabah,Kinabatangan,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sabah,Kinabatangan,tertiary,IPTA,2017-01-01,0
Sabah,Kinabatangan,tertiary,IPTA,2018-01-01,0
Sabah,Kinabatangan,tertiary,IPTA,2019-01-01,0
Sabah,Kinabatangan,tertiary,IPTA,2020-01-01,0
Sabah,Kinabatangan,tertiary,IPTA,2021-01-01,0
Sabah,Kinabatangan,tertiary,IPTA,2022-01-01,0
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2017-01-01,57
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2018-01-01,57
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2019-01-01,57
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2020-01-01,57
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2021-01-01,57
Sabah,Kota Belud,primary,Sekolah Rendah Kerajaan,2022-01-01,57
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2017-01-01,9
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2018-01-01,9
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2019-01-01,9
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2020-01-01,9
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2021-01-01,9
Sabah,Kota Belud,secondary,Sekolah Menengah Kerajaan,2022-01-01,9
Sabah,Kota Belud,tertiary,IPTA,2017-01-01,0
Sabah,Kota Belud,tertiary,IPTA,2018-01-01,0
Sabah,Kota Belud,tertiary,IPTA,2019-01-01,0
Sabah,Kota Belud,tertiary,IPTA,2020-01-01,0
Sabah,Kota Belud,tertiary,IPTA,2021-01-01,0
Sabah,Kota Belud,tertiary,IPTA,2022-01-01,0
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2017-01-01,58
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2018-01-01,58
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2019-01-01,58
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2020-01-01,58
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2021-01-01,58
Sabah,Kota Kinabalu,primary,Sekolah Rendah Kerajaan,2022-01-01,58
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2017-01-01,24
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2018-01-01,24
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2019-01-01,24
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2020-01-01,24
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2021-01-01,24
Sabah,Kota Kinabalu,secondary,Sekolah Menengah Kerajaan,2022-01-01,24
Sabah,Kota Kinabalu,tertiary,IPTA,2017-01-01,1
Sabah,Kota Kinabalu,tertiary,IPTA,2018-01-01,1
Sabah,Kota Kinabalu,tertiary,IPTA,2019-01-01,1
Sabah,Kota Kinabalu,tertiary,IPTA,2020-01-01,1
Sabah,Kota Kinabalu,tertiary,IPTA,2021-01-01,1
Sabah,Kota Kinabalu,tertiary,IPTA,2022-01-01,1
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2017-01-01,33
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2018-01-01,33
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2019-01-01,33
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2020-01-01,33
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2021-01-01,33
Sabah,Kota Marudu,primary,Sekolah Rendah Kerajaan,2022-01-01,33
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2018-01-01,7
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2019-01-01,7
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2020-01-01,7
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2021-01-01,7
Sabah,Kota Marudu,secondary,Sekolah Menengah Kerajaan,2022-01-01,7
Sabah,Kota Marudu,tertiary,IPTA,2017-01-01,0
Sabah,Kota Marudu,tertiary,IPTA,2018-01-01,0
Sabah,Kota Marudu,tertiary,IPTA,2019-01-01,0
Sabah,Kota Marudu,tertiary,IPTA,2020-01-01,0
Sabah,Kota Marudu,tertiary,IPTA,2021-01-01,0
Sabah,Kota Marudu,tertiary,IPTA,2022-01-01,0
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2017-01-01,26
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2018-01-01,26
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2019-01-01,26
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2020-01-01,26
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2021-01-01,26
Sabah,Kuala Penyu,primary,Sekolah Rendah Kerajaan,2022-01-01,26
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2017-01-01,4
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2018-01-01,4
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2019-01-01,4
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2020-01-01,4
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2021-01-01,4
Sabah,Kuala Penyu,secondary,Sekolah Menengah Kerajaan,2022-01-01,4
Sabah,Kuala Penyu,tertiary,IPTA,2017-01-01,0
Sabah,Kuala Penyu,tertiary,IPTA,2018-01-01,0
Sabah,Kuala Penyu,tertiary,IPTA,2019-01-01,0
Sabah,Kuala Penyu,tertiary,IPTA,2020-01-01,0
Sabah,Kuala Penyu,tertiary,IPTA,2021-01-01,0
Sabah,Kuala Penyu,tertiary,IPTA,2022-01-01,0
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2017-01-01,58
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2018-01-01,58
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2019-01-01,58
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2020-01-01,58
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2021-01-01,58
Sabah,Kudat,primary,Sekolah Rendah Kerajaan,2022-01-01,58
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2017-01-01,12
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2018-01-01,12
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2019-01-01,12
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2020-01-01,12
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2021-01-01,12
Sabah,Kudat,secondary,Sekolah Menengah Kerajaan,2022-01-01,12
Sabah,Kudat,tertiary,IPTA,2017-01-01,0
Sabah,Kudat,tertiary,IPTA,2018-01-01,0
Sabah,Kudat,tertiary,IPTA,2019-01-01,0
Sabah,Kudat,tertiary,IPTA,2020-01-01,0
Sabah,Kudat,tertiary,IPTA,2021-01-01,0
Sabah,Kudat,tertiary,IPTA,2022-01-01,0
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2017-01-01,15
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2018-01-01,15
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2019-01-01,15
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2020-01-01,15
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2021-01-01,15
Sabah,Kunak,primary,Sekolah Rendah Kerajaan,2022-01-01,15
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sabah,Kunak,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sabah,Kunak,tertiary,IPTA,2017-01-01,0
Sabah,Kunak,tertiary,IPTA,2018-01-01,0
Sabah,Kunak,tertiary,IPTA,2019-01-01,0
Sabah,Kunak,tertiary,IPTA,2020-01-01,0
Sabah,Kunak,tertiary,IPTA,2021-01-01,0
Sabah,Kunak,tertiary,IPTA,2022-01-01,0
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2017-01-01,43
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2018-01-01,43
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2019-01-01,43
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2020-01-01,43
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2021-01-01,43
Sabah,Lahad Datu,primary,Sekolah Rendah Kerajaan,2022-01-01,43
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2017-01-01,10
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2018-01-01,10
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2019-01-01,10
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2020-01-01,10
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2021-01-01,10
Sabah,Lahad Datu,secondary,Sekolah Menengah Kerajaan,2022-01-01,10
Sabah,Lahad Datu,tertiary,IPTA,2017-01-01,0
Sabah,Lahad Datu,tertiary,IPTA,2018-01-01,0
Sabah,Lahad Datu,tertiary,IPTA,2019-01-01,0
Sabah,Lahad Datu,tertiary,IPTA,2020-01-01,0
Sabah,Lahad Datu,tertiary,IPTA,2021-01-01,0
Sabah,Lahad Datu,tertiary,IPTA,2022-01-01,0
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2017-01-01,27
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2018-01-01,29
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2019-01-01,29
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2020-01-01,29
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2021-01-01,29
Sabah,Nabawan,primary,Sekolah Rendah Kerajaan,2022-01-01,29
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2017-01-01,3
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2018-01-01,3
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2019-01-01,3
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2020-01-01,3
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2021-01-01,3
Sabah,Nabawan,secondary,Sekolah Menengah Kerajaan,2022-01-01,3
Sabah,Nabawan,tertiary,IPTA,2017-01-01,0
Sabah,Nabawan,tertiary,IPTA,2018-01-01,0
Sabah,Nabawan,tertiary,IPTA,2019-01-01,0
Sabah,Nabawan,tertiary,IPTA,2020-01-01,0
Sabah,Nabawan,tertiary,IPTA,2021-01-01,0
Sabah,Nabawan,tertiary,IPTA,2022-01-01,0
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2017-01-01,51
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2018-01-01,49
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2019-01-01,49
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2020-01-01,49
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2021-01-01,49
Sabah,Papar,primary,Sekolah Rendah Kerajaan,2022-01-01,49
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2017-01-01,11
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2018-01-01,11
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2019-01-01,11
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2020-01-01,11
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2021-01-01,11
Sabah,Papar,secondary,Sekolah Menengah Kerajaan,2022-01-01,11
Sabah,Papar,tertiary,IPTA,2017-01-01,0
Sabah,Papar,tertiary,IPTA,2018-01-01,0
Sabah,Papar,tertiary,IPTA,2019-01-01,0
Sabah,Papar,tertiary,IPTA,2020-01-01,0
Sabah,Papar,tertiary,IPTA,2021-01-01,0
Sabah,Papar,tertiary,IPTA,2022-01-01,0
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2017-01-01,28
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2018-01-01,27
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2019-01-01,27
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2020-01-01,27
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2021-01-01,27
Sabah,Penampang,primary,Sekolah Rendah Kerajaan,2022-01-01,27
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sabah,Penampang,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sabah,Penampang,tertiary,IPTA,2017-01-01,0
Sabah,Penampang,tertiary,IPTA,2018-01-01,0
Sabah,Penampang,tertiary,IPTA,2019-01-01,0
Sabah,Penampang,tertiary,IPTA,2020-01-01,0
Sabah,Penampang,tertiary,IPTA,2021-01-01,0
Sabah,Penampang,tertiary,IPTA,2022-01-01,0
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2017-01-01,31
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2018-01-01,31
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2019-01-01,31
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2020-01-01,31
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2021-01-01,31
Sabah,Pitas,primary,Sekolah Rendah Kerajaan,2022-01-01,31
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2017-01-01,6
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2018-01-01,6
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2019-01-01,6
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2020-01-01,6
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2021-01-01,6
Sabah,Pitas,secondary,Sekolah Menengah Kerajaan,2022-01-01,6
Sabah,Pitas,tertiary,IPTA,2017-01-01,0
Sabah,Pitas,tertiary,IPTA,2018-01-01,0
Sabah,Pitas,tertiary,IPTA,2019-01-01,0
Sabah,Pitas,tertiary,IPTA,2020-01-01,0
Sabah,Pitas,tertiary,IPTA,2021-01-01,0
Sabah,Pitas,tertiary,IPTA,2022-01-01,0
Sabah,Putatan,primary,Sekolah Rendah Kerajaan,2018-01-01,1
Sabah,Putatan,primary,Sekolah Rendah Kerajaan,2019-01-01,1
Sabah,Putatan,primary,Sekolah Rendah Kerajaan,2020-01-01,1
Sabah,Putatan,primary,Sekolah Rendah Kerajaan,2021-01-01,1
Sabah,Putatan,primary,Sekolah Rendah Kerajaan,2022-01-01,1
Sabah,Putatan,tertiary,IPTA,2017-01-01,0
Sabah,Putatan,tertiary,IPTA,2018-01-01,0
Sabah,Putatan,tertiary,IPTA,2019-01-01,0
Sabah,Putatan,tertiary,IPTA,2020-01-01,0
